subject_name,course_link,course_Name,course_Code,uoc,conditions_For_Enrolment,exclusion_Courses,faculty,school,offering_Term,COURSEID
 Law,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3423/?browseBySubjectArea=39ce43204f0f5b00eeb3eb4f0310c712&,Research Thesis,LAWS3423,6,Prerequisite: Completion of 78 UOC in LAWS courses.,,Faculty of Law,null,,1536
 Law,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3431/?browseBySubjectArea=39ce43204f0f5b00eeb3eb4f0310c712&,Law in the Digital Age,LAWS3431,6,Prerequisite: Restricted to students enrolled in Legal Studies. Academic Program must be either 4055 or 3408 or 4054 or 4053,,Faculty of Law,null,,1537
 Law,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3445/?browseBySubjectArea=39ce43204f0f5b00eeb3eb4f0310c712&,"Women, Gender and the Law (Pune, India)",LAWS3445,6,Prerequisite: Completion of 78 UOC in LAWS courses.,,Faculty of Law,null,,1538
 Law,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3512/?browseBySubjectArea=39ce43204f0f5b00eeb3eb4f0310c712&,Native Title Law Policy and Practice,LAWS3512,6,null,,Faculty of Law,null,,1539
 Law,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3532/?browseBySubjectArea=39ce43204f0f5b00eeb3eb4f0310c712&,Cyberspace Law 2.0,LAWS3532,6,Prerequisite: Restricted to students enrolled in Legal Studies. Academic Program must be either 4055 or 3408 or 4054 or 4053,,Faculty of Law,null,,1540
 Law,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3901/?browseBySubjectArea=39ce43204f0f5b00eeb3eb4f0310c712&,Honours Research Thesis,LAWS3901,6,This course is strictly for students undertaking Law (Honours) programs only.,,Faculty of Law,null,,1541
 Marketing,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MARK1012/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Marketing Fundamentals,MARK1012,6,null,,UNSW Business School,School of Marketing,"Summer Term, Term 1, Term 2, Term 3",1542
 Marketing,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MARK2051/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Consumer Behaviour,MARK2051,6,Prerequisite:MARK1012,,UNSW Business School,School of Marketing,"Term 1, Term 2, Term 3",1543
 Marketing,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MARK2052/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Marketing Research,MARK2052,6,Prerequisite:MARK1012,,UNSW Business School,School of Marketing,"Term 1, Term 2, Term 3",1544
 Marketing,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MARK2053/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Marketing Communications and Promotions Management,MARK2053,6,Prerequisite:MARK1012,,UNSW Business School,School of Marketing,Term 2,1545
 Marketing,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MARK2055/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Service Marketing and Management,MARK2055,6,Prerequisite: MARK1012,,UNSW Business School,School of Marketing,Term 3,1546
 Marketing,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MARK2060/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Event Management and Marketing,MARK2060,6,Prerequisite: MARK1012 or GENC6005,,UNSW Business School,School of Marketing,"Term 2, Term 3",1547
 Marketing,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MARK2071/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,International and Global Marketing,MARK2071,6,Prerequisite:MARK1012,,UNSW Business School,School of Marketing,"Term 1, Term 3",1548
 Marketing,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MARK2085/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Consumer Centric Innovation,MARK2085,6,Prerequisite:MARK1012,,UNSW Business School,School of Marketing,Term 2,1549
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK3054/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Marketing Analytics and Big Data,MARK3054,6,"Pre-requisite: ECON1203 or MARK2052
If students can demonstrate they have equivalent statistics knowledge, but haven¿t completed any of the listed pre-requisite courses, they can seek permission from Program Coordinator by submitting online form.",,UNSW Business School,School of Marketing,"Term 1, Term 3",1550
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK3081/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Distribution Strategy and Retail Channels,MARK3081,6,Prerequisite:MARK1012,,UNSW Business School,School of Marketing,Term 2,1551
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK3082/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Strategic Marketing,MARK3082,6,Prerequisite: MARK1012 AND (MARK2051 OR MARK2151) AND MARK2052,,UNSW Business School,School of Marketing,"Term 2, Term 3",1552
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK3085/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Digital Marketing and Web Analytics,MARK3085,6,Prerequisite:MARK1012,,UNSW Business School,School of Marketing,Term 2,1553
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK3090/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Marketing Decision Analysis,MARK3090,6,Prerequisite: ECON1203 (or equivalent statistics course) and MARK2052,,UNSW Business School,School of Marketing,Term 1,1554
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK3091/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,New Product and New Service Development,MARK3091,6,Prerequisite:MARK1012,,UNSW Business School,School of Marketing,Term 1,1555
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK3092/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Brand Management,MARK3092,6,Prerequisite:MARK1012,,UNSW Business School,School of Marketing,"Term 1, Term 3",1556
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4204/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Thesis (Marketing) Part A,MARK4204,6,Prerequisite: Admission to Honours in Marketing.,,UNSW Business School,School of Marketing,,1557
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4210/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Business Research Methods in Marketing,MARK4210,6,Prerequisite: Admission to Honours in Marketing.,,UNSW Business School,School of Marketing,Term 3,1558
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4211/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Research Seminar in Marketing,MARK4211,6,Prerequisite: Admission to Honours in Marketing.,,UNSW Business School,School of Marketing,Term 1,1559
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4212/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Quantitative Methods and Models in Marketing,MARK4212,6,Prerequisite: Admission to Honours in Marketing.,,UNSW Business School,School of Marketing,,1560
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4213/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Contemporary Research Methods in Marketing,MARK4213,6,Prerequisite: Admission to Honours in Marketing.,,UNSW Business School,School of Marketing,,1561
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4214/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Seminar in Consumer Behaviour,MARK4214,6,null,,UNSW Business School,School of Marketing,,1562
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4300/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Thesis (Marketing) A,MARK4300,6,null,,UNSW Business School,School of Marketing,,1563
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4301/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Thesis (Marketing) B,MARK4301,6,null,,UNSW Business School,School of Marketing,,1564
 Mathematics,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MATH1081/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Discrete Mathematics,MATH1081,6,Corequisite: MATH1131 or MATH1141 or MATH1151.,,Faculty of Science,School of Mathematics & Statistics,"Term 1, Term 2, Term 3",1565
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH2069/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Mathematics 2A,MATH2069,6,"Prerequisite: MATH1231 or MATH1241 or MATH1251; Exclusions: MATH2011, MATH2111, MATH2510, MATH2610, MATH2520 & MATH2620",,Faculty of Science,School of Mathematics & Statistics,Term 3,1566
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH2241/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Introduction to Atmosphere and Ocean Dynamics,MATH2241,6,Prerequisite: MATH1231 or MATH1241 or MATH1251,,Faculty of Science,School of Mathematics & Statistics,Term 1,1567
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH2301/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Mathematical Computing,MATH2301,6,"Prerequisite: MATH1031 (CR) or MATH1231 or MATH1241 or MATH1251. Exclusions: MATH2089, CVEN2002, and CVEN2702",,Faculty of Science,School of Mathematics & Statistics,Term 1,1568
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH2701/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Abstract Algebra and Fundamental Analysis,MATH2701,6,"Prerequisite: MATH1231 or MATH1241 or MATH1251 with at least a CR, enrolment in an advanced maths or advanced science program",,Faculty of Science,School of Mathematics & Statistics,Term 3,1569
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH2871/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Data Management for Statistical Analysis,MATH2871,6,Prerequisite: MATH1041 or ECON1203 or ECON2292 or PSYC2001 or MATH1231 or MATH1241 or MATH1251 or equivalent.,,Faculty of Science,School of Mathematics & Statistics,Term 1,1570
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3001/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Mathematics/Statistics Project,MATH3001,6,Prerequisite: 12 units of credit in Level 2 Maths courses.,,Faculty of Science,School of Mathematics & Statistics,"Term 1, Term 2, Term 3",1571
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3041/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Mathematical Modelling for Real World Systems,MATH3041,6,Prerequisite: 12 units of credit in Level 2 Maths courses.,,Faculty of Science,School of Mathematics & Statistics,Term 2,1572
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3121/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Mathematical Methods and Partial Differential Equations,MATH3121,6,"Prerequisite: 12 units of credit in Level 2 Math courses including (MATH2011 or MATH2111) and (MATH2120 or MATH2130 or MATH2121 or MATH2221), or (both MATH2019 (DN) and MATH2089), or (both MATH2069 (DN) and MATH2099)",,Faculty of Science,School of Mathematics & Statistics,Term 1,1573
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3171/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Linear and Discrete Optimization Modelling,MATH3171,6,null,,Faculty of Science,School of Mathematics & Statistics,Term 3,1574
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3201/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Dynamical Systems and Chaos,MATH3201,6,"Prerequisite: 12 units of credit in Level 2 Mathematics courses including (MATH2120 or MATH2130 or MATH2121 or MATH2221) and (MATH2501 or MATH2601), or (both MATH2019 (DN) and MATH2089), or (both MATH2069 (CR) and MATH2099)",,Faculty of Science,School of Mathematics & Statistics,Term 2,1575
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3361/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,"Stochastic Differential Equations: Theory, Applications, and Numerical Methods",MATH3361,6,null,,Faculty of Science,School of Mathematics & Statistics,Term 1,1576
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3411/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,"Information, Codes and Ciphers",MATH3411,6,Prerequisites: MATH1081 or MATH1231(CR) or MATH1241(CR) or MATH1251(CR) or MATH2099 .,,Faculty of Science,School of Mathematics & Statistics,Term 3,1577
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3511/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,"Transformations, Groups and Geometry",MATH3511,6,Prerequisite: 12 units of credit in Level 2 Math courses,,Faculty of Science,School of Mathematics & Statistics,Term 3,1578
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3821/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Statistical Modelling and Computing,MATH3821,6,Prerequisite: MATH2831 or MATH2931,,Faculty of Science,School of Mathematics & Statistics,Term 2,1579
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3831/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Statistical Methods in Social and Market Research,MATH3831,6,Prerequisite: MATH2801 or MATH2901.,,Faculty of Science,School of Mathematics & Statistics,Term 2,1580
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3841/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Statistical Analysis of Dependent Data,MATH3841,6,Prerequisite: MATH3811 or MATH3911.,,Faculty of Science,School of Mathematics & Statistics,Term 2,1581
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3851/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Experimental Design and Categorical Data,MATH3851,6,Prerequisite: MATH2801 OR MATH2901 AND MATH2831 OR MATH2931.,,Faculty of Science,School of Mathematics & Statistics,Term 3,1582
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH4001/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Mathematics and Statistics Honours Thesis,MATH4001,6,Prerequisite: Enrolled in MATH Honours stream,,Faculty of Science,School of Mathematics & Statistics,"Term 1, Term 2, Term 3",1583
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH4011/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Quantitative Risk Thesis / Project A,MATH4011,6,null,,Faculty of Science,School of Mathematics & Statistics,,1584
 Mathematics,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH6781/?browseBySubjectArea=cece43204f0f5b00eeb3eb4f0310c720&,Biomathematics,MATH6781,6,"12 units of credit in Level 2 Mathematics courses including (MATH2120 or MATH2130 or MATH2121 or MATH2221), or both MATH2019 and MATH2089, or both MATH2069 and MATH2099",,Faculty of Science,School of Mathematics & Statistics,Term 2,1585
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MATS2001/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Physical Properties of Materials,MATS2001,6,Prerequisite: MATH1131 or MATH1141 and MATH1231 or MATH1241 and PHYS1121 or PHYS1131 and CHEM1011 or CHEM1031,,Faculty of Science,School of Materials Science & Engineering,Term 1,1586
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MATS2003/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Materials Characterisation,MATS2003,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 1,1587
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MATS2004/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Mechanical Behaviour of Materials,MATS2004,6,Prerequisite: MATS1101 or MATS1192,,Faculty of Science,School of Materials Science & Engineering,Term 2,1588
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MATS2005/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Introduction to Fluid Flow and Heat Transfer,MATS2005,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 2,1589
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MATS2006/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Diffusion and Kinetics,MATS2006,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 3,1590
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MATS2007/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Sustainable Materials Processing,MATS2007,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 3,1591
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MATS2008/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Thermodynamics and Phase Equilibria,MATS2008,6,Prerequisite: CHEM1011 or CHEM1031 or MATS1101,,Faculty of Science,School of Materials Science & Engineering,Term 2,1592
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS3001/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Micromechanisms of Mechanical Behaviour of Metals,MATS3001,6,Prerequisite: MATS2003 and MATS2004,,Faculty of Science,School of Materials Science & Engineering,Term 1,1593
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS3002/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Fundamentals of Ceramic Processing,MATS3002,6,Prerequisite: MATS2003 and MATS2008,,Faculty of Science,School of Materials Science & Engineering,Term 1,1594
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS3003/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Engineering in Process Metallurgy,MATS3003,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 1,1595
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS3004/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Polymer Science and Engineering 1,MATS3004,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 2,1596
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS3005/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Phase Transformations,MATS3005,6,Prerequisite: MATS2003 and MATS2006 and MATS2008,,Faculty of Science,School of Materials Science & Engineering,Term 1,1597
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS3006/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Design and Application of Materials in Science and Engineering 3,MATS3006,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 2,1598
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS3007/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Materials Industry Management,MATS3007,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 2,1599
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4001/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Secondary Processing of Metals,MATS4001,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 2,1600
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4002/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Design and Advanced Ceramics,MATS4002,6,Prerequisite: MATS3002,,Faculty of Science,School of Materials Science & Engineering,Term 1,1601
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4003/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Process Metallurgy Advanced,MATS4003,6,Prerequisite: MATS3003,,Faculty of Science,School of Materials Science & Engineering,Term 2,1602
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4004/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Fracture Mechanics and Failure Analysis,MATS4004,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 2,1603
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4005/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Composites and Functional Materials,MATS4005,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 2,1604
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4006/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Polymer Science and Engineering 2,MATS4006,6,Prerequisite: MATS3004,,Faculty of Science,School of Materials Science & Engineering,Term 3,1605
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4007/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Engineered Surfaces to Resist Corrosion and Wear,MATS4007,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 3,1606
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4008/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Materials Engineering Project (12 UoC),MATS4008,6,Prerequisite: MATS3001 and MATS3002 and MATS3004,,Faculty of Science,School of Materials Science & Engineering,"Term 1, Term 2, Term 3",1607
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4100/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Materials Engineering Project,MATS4100,6,Prerequisite: MATS3001 and MATS3002 and MATS3004,,Faculty of Science,School of Materials Science & Engineering,Term 1,1608
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4503/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Professional Skills,MATS4503,6,Prerequisite: Enrolled in Materials Science Honours Plan,,Faculty of Science,School of Materials Science & Engineering,Term 2,1609
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS4504/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Research Training,MATS4504,6,Prerequisite: Enrolled in Materials Science Honours Plan,,Faculty of Science,School of Materials Science & Engineering,Term 1,1610
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS5001/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Thesis A,MATS5001,6,null,,Faculty of Science,School of Materials Science & Engineering,Term 1,1611
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS5002/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Thesis B,MATS5002,6,null,,Faculty of Science,School of Materials Science & Engineering,"Term 1, Term 2",1612
 Materials Science and Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATS5003/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c725&,Advanced Thesis,MATS5003,6,Prerequisite : MATS5001,,Faculty of Science,School of Materials Science & Engineering,"Term 1, Term 2, Term 3",1613
 Media,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MDIA1000/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,"Working with Time, Space and Experience",MDIA1000,6,Prerequisite: Enrolment in a single or dual award Media program,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 3,1614
 Media,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MDIA1002/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Media & Communication Contexts,MDIA1002,6,Prerequisite: Enrolment in a single or dual award Media program,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1615
 Media,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MDIA1003/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Public Relations and Advertising Foundations,MDIA1003,6,Prerequisite: Enrolment in a single or dual award Media program,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 3,1616
 Media,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MDIA1004/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,News Fundamentals,MDIA1004,6,Prerequisite: Enrolment in a Media program or Creative Writing Major,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 2,1617
 Media,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MDIA1006/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Mediated Storytelling,MDIA1006,6,Prerequisite: Enrolment in a single or dual award Media program,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 2,1618
 Media,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MDIA1007/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Media Entrepreneurship,MDIA1007,6,Prerequisite: Enrolment in a single or dual award Media program,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 3,1619
 Media,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MDIA2000/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Animating Media,MDIA2000,6,"Prerequisite: 24 units of credit at level 1, including MDIA1000 or MDIA1005 or MDIA1006",,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1620
 Media,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MDIA2001/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Bodies and Interfaces,MDIA2001,6,"Prerequisite: 24 units of credit at level 1, including MDIA1000 or MDIA1005 or MDIA1006",,Faculty of Arts and Social Sciences,School of Arts and Media,Term 3,1621
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA2002/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Analysing Media Communication,MDIA2002,6,Prerequisite: 24 units of credit at level 1 including MDIA1002 or MDIA1004 or MDIA1007,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 2,1622
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA2003/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Media Content Creation,MDIA2003,6,Prerequisite: 24 units of credit at level 1 including MDIA1002 or MDIA1004 or MDIA1007,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1623
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA2005/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Advertising: The Creative Dimensions,MDIA2005,6,Prerequisite: 24 units of credit at level 1 including MDIA1002 or MDIA1003,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1624
